cycle  INDEX  OPCODE          WIDTH  SDC  SYMPTOM  TRUE  
642    22     sext            8      8    0        0     
643    23     switch          32     32   0        0     
644    35     load            64     1    63       0     
645    36     add             32     3    29       0     
646    37     store           32     3    29       0     
647    11     load            64     10   54       0     
648    12     add             32     3    29       0     
649    13     store           32     2    30       0     
650    14     sext            32     12   20       0     
651    15     getelementptr   64     12   51       1     
652    16     load            64     13   51       0     
653    17     store           8      8    0        0     
654    18     load            64     16   48       0     
655    19     sext            8      8    0        0     
656    20     call            64     14   49       1     
657    21     load            64     15   49       0     
658    22     sext            8      8    0        0     
659    23     switch          32     32   0        0     
660    35     load            64     2    61       1     
661    36     add             32     3    29       0     
662    37     store           32     4    28       0     
663    11     load            64     10   54       0     
664    12     add             32     2    30       0     
665    13     store           32     2    30       0     
666    14     sext            32     10   22       0     
667    15     getelementptr   64     12   52       0     
668    16     load            64     11   53       0     
669    17     store           8      8    0        0     
670    18     load            64     16   48       0     
671    19     sext            8      8    0        0     
672    20     call            64     14   49       1     
673    21     load            64     16   48       0     
674    22     sext            8      8    0        0     
675    23     switch          32     32   0        0     
676    39     store           32     0    0        32    
677    11     load            64     7    57       0     
678    12     add             32     2    30       0     
679    13     store           32     2    30       0     
680    14     sext            32     12   20       0     
681    15     getelementptr   64     13   51       0     
682    16     load            64     13   51       0     
683    17     store           8      8    0        0     
684    18     load            64     14   50       0     
685    19     sext            8      8    0        0     
686    20     call            64     14   49       1     
687    21     load            64     2    50       12    
688    22     sext            8      0    0        8     
689    23     switch          32     0    0        32    
690    41     call            64     0    31       33    
691    42     bitcast         64     2    53       9     
692    43     store           64     2    51       11    
693    44     load            64     15   49       0     
694    45     load            64     1    63       0     
695    46     getelementptr   64     15   49       0     
696    47     store           8      8    0        0     
697    48     load            64     0    62       2     
698    49     getelementptr   64     1    49       14    
699    50     store           64     0    0        64    
700    51     load            64     1    60       3     
701    52     getelementptr   64     1    49       14    
702    53     store           64     0    64       0     
703    54     load            64     5    50       9     
704    55     icmp            64     0    0        64    
705    56     br              1      1    0        0     
706    60     load            64     1    47       16    
707    61     icmp            32     0    0        32    
708    62     br              1      1    0        0     
709    71     load            64     4    60       0     
710    72     load            64     2    55       7     
711    73     sext            32     4    28       0     
712    74     getelementptr   64     4    60       0     
713    75     load            64     5    59       0     
714    76     getelementptr   64     10   54       0     
715    77     store           64     10   54       0     
716    11     load            64     8    56       0     
717    12     add             32     4    28       0     
718    13     store           32     4    28       0     
719    14     sext            32     10   21       1     
720    15     getelementptr   64     12   51       1     
721    16     load            64     11   52       1     
722    17     store           8      7    1        0     
723    18     load            64     17   47       0     
724    19     sext            8      8    0        0     
725    20     call            64     14   49       1     
726    21     load            64     16   48       0     
727    22     sext            8      7    1        0     
728    23     switch          32     31   1        0     
729    26     load            64     3    61       0     
730    27     load            64     0    56       8     
731    28     add             32     0    21       11    
732    29     store           32     4    28       0     
733    30     sext            32     11   21       0     
734    31     getelementptr   64     12   52       0     
735    32     store           64     11   53       0     
736    33     store           32     32   0        0     
737    11     load            64     9    55       0     
738    12     add             32     4    28       0     
739    13     store           32     4    28       0     
740    14     sext            32     12   20       0     
741    15     getelementptr   64     13   51       0     
742    16     load            64     13   51       0     
743    17     store           8      8    0        0     
744    18     load            64     14   50       0     
745    19     sext            8      8    0        0     
746    20     call            64     14   49       1     
747    21     load            64     2    50       12    
748    22     sext            8      0    0        8     
749    23     switch          32     0    0        32    
750    41     call            64     0    31       33    
751    42     bitcast         64     2    51       11    
752    43     store           64     2    49       13    
753    44     load            64     17   47       0     
754    45     load            64     2    62       0     
755    46     getelementptr   64     14   50       0     
