cycle  INDEX  OPCODE          WIDTH  SDC  SYMPTOM  TRUE  
471    35     icmp            1      1    0        0     
472    46     load            32     0    1        31    
473    47     add             32     0    1        31    
474    13     load            32     0    0        32    
475    14     icmp            1      0    0        1     
476    16     load            64     62   0        2     
477    17     shl             64     64   0        0     
478    18     load            64     2    0        62    
479    19     and             64     34   0        30    
480    20     lshr            64     64   0        0     
481    21     add             64     64   0        0     
482    23     load            64     16   0        48    
483    24     shl             64     16   0        48    
484    26     load            64     55   0        9     
485    27     shl             64     56   0        8     
486    29     load            64     0    0        64    
487    30     shl             64     0    0        64    
488    31     add             64     1    0        63    
489    33     load            64     64   0        0     
490    34     load            64     1    0        63    
491    35     icmp            1      1    0        0     
492    46     load            32     0    1        31    
493    47     add             32     0    1        31    
494    13     load            32     0    0        32    
495    14     icmp            1      0    0        1     
496    16     load            64     62   0        2     
497    17     shl             64     64   0        0     
498    18     load            64     2    0        62    
499    19     and             64     34   0        30    
500    20     lshr            64     64   0        0     
501    21     add             64     64   0        0     
502    23     load            64     14   0        50    
503    24     shl             64     14   0        50    
504    26     load            64     56   0        8     
505    27     shl             64     57   0        7     
506    29     load            64     0    0        64    
507    30     shl             64     0    0        64    
508    31     add             64     1    0        63    
509    33     load            64     64   0        0     
510    34     load            64     1    0        63    
511    35     icmp            1      1    0        0     
512    46     load            32     0    1        31    
513    47     add             32     0    1        31    
514    13     load            32     0    0        32    
515    14     icmp            1      0    0        1     
516    16     load            64     62   0        2     
517    17     shl             64     64   0        0     
518    18     load            64     2    0        62    
519    19     and             64     34   0        30    
520    20     lshr            64     64   0        0     
521    21     add             64     64   0        0     
522    23     load            64     12   0        52    
523    24     shl             64     12   0        52    
524    26     load            64     57   0        7     
525    27     shl             64     58   0        6     
526    29     load            64     0    0        64    
527    30     shl             64     0    0        64    
528    31     add             64     1    0        63    
529    33     load            64     64   0        0     
530    34     load            64     1    0        63    
531    35     icmp            1      1    0        0     
532    46     load            32     0    1        31    
533    47     add             32     0    1        31    
534    13     load            32     0    0        32    
535    14     icmp            1      0    0        1     
536    16     load            64     62   0        2     
537    17     shl             64     64   0        0     
538    18     load            64     2    0        62    
539    19     and             64     34   0        30    
540    20     lshr            64     64   0        0     
541    21     add             64     64   0        0     
542    23     load            64     10   0        54    
543    24     shl             64     10   0        54    
544    26     load            64     58   0        6     
545    27     shl             64     59   0        5     
546    29     load            64     0    0        64    
547    30     shl             64     0    0        64    
548    31     add             64     1    0        63    
549    33     load            64     64   0        0     
550    34     load            64     1    0        63    
551    35     icmp            1      1    0        0     
552    46     load            32     0    1        31    
553    47     add             32     0    1        31    
554    13     load            32     0    0        32    
555    14     icmp            1      0    0        1     
556    16     load            64     62   0        2     
557    17     shl             64     64   0        0     
558    18     load            64     2    0        62    
559    19     and             64     34   0        30    
560    20     lshr            64     64   0        0     
561    21     add             64     64   0        0     
562    23     load            64     8    0        56    
563    24     shl             64     8    0        56    
564    26     load            64     59   0        5     
565    27     shl             64     60   0        4     
566    29     load            64     0    0        64    
567    30     shl             64     0    0        64    
568    31     add             64     1    0        63    
569    33     load            64     64   0        0     
570    34     load            64     1    0        63    
571    35     icmp            1      1    0        0     
572    46     load            32     0    1        31    
573    47     add             32     0    1        31    
574    13     load            32     0    0        32    
575    14     icmp            1      0    0        1     
576    16     load            64     62   0        2     
577    17     shl             64     64   0        0     
578    18     load            64     2    0        62    
579    19     and             64     34   0        30    
580    20     lshr            64     64   0        0     
581    21     add             64     64   0        0     
582    23     load            64     6    0        58    
583    24     shl             64     6    0        58    
584    26     load            64     60   0        4     
585    27     shl             64     61   0        3     
586    29     load            64     0    0        64    
587    30     shl             64     0    0        64    
588    31     add             64     1    0        63    
589    33     load            64     64   0        0     
590    34     load            64     1    0        63    
591    35     icmp            1      1    0        0     
592    46     load            32     0    1        31    
593    47     add             32     0    1        31    
594    13     load            32     0    0        32    
595    14     icmp            1      0    0        1     
596    16     load            64     62   0        2     
597    17     shl             64     64   0        0     
598    18     load            64     2    0        62    
599    19     and             64     34   0        30    
600    20     lshr            64     64   0        0     
601    21     add             64     64   0        0     
602    23     load            64     4    0        60    
603    24     shl             64     4    0        60    
604    26     load            64     61   0        3     
605    27     shl             64     62   0        2     
606    29     load            64     0    0        64    
607    30     shl             64     0    0        64    
608    31     add             64     1    0        63    
609    33     load            64     64   0        0     
610    34     load            64     1    0        63    
611    35     icmp            1      1    0        0     
612    46     load            32     0    1        31    
613    47     add             32     0    1        31    
614    13     load            32     0    0        32    
615    14     icmp            1      0    0        1     
616    16     load            64     62   0        2     
617    17     shl             64     64   0        0     
618    18     load            64     2    0        62    
619    19     and             64     34   0        30    
620    20     lshr            64     64   0        0     
621    21     add             64     64   0        0     
622    23     load            64     2    0        62    
623    24     shl             64     2    0        62    
624    26     load            64     62   0        2     
625    27     shl             64     63   0        1     
